Component,Component_KO,Chapter_Code,Chapter_Name_EN,Chapter_Name_KO,Item_Number,Total_in_Chapter,Full_Code,English_Term,Korean_Term,Definition_EN,Definition_KO,Status,Translator,Reviewer,Date_Started,Date_Completed,Priority,Notes
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,89,90,b789,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,90,90,b790,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,1,28,b801,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,2,28,b802,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,3,28,b803,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,4,28,b804,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,5,28,b805,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,6,28,b806,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,7,28,b807,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,8,28,b808,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,9,28,b809,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,10,28,b810,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,11,28,b811,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,12,28,b812,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,13,28,b813,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,14,28,b814,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,15,28,b815,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,16,28,b816,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,17,28,b817,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,18,28,b818,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,19,28,b819,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,20,28,b820,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,21,28,b821,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,22,28,b822,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,23,28,b823,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,24,28,b824,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,25,28,b825,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,26,28,b826,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,27,28,b827,,,,,Not Started,,,,,High,
body_functions,Body Functions,b8,Functions of the Skin and Related Structures,피부 및 관련 구조 기능,28,28,b828,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,1,45,s101,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,2,45,s102,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,3,45,s103,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,4,45,s104,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,5,45,s105,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,6,45,s106,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,7,45,s107,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,8,45,s108,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,9,45,s109,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,10,45,s110,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,11,45,s111,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,12,45,s112,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,13,45,s113,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,14,45,s114,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,15,45,s115,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,16,45,s116,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,17,45,s117,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,18,45,s118,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,19,45,s119,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,20,45,s120,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,21,45,s121,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,22,45,s122,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,23,45,s123,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,24,45,s124,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,25,45,s125,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,26,45,s126,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,27,45,s127,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,28,45,s128,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,29,45,s129,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,30,45,s130,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,31,45,s131,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,32,45,s132,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,33,45,s133,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,34,45,s134,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,35,45,s135,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,36,45,s136,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,37,45,s137,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,38,45,s138,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,39,45,s139,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,40,45,s140,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,41,45,s141,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,42,45,s142,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,43,45,s143,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,44,45,s144,,,,,Not Started,,,,,High,
body_structures,Body Structures,s1,Structure of the Nervous System,신경계 구조,45,45,s145,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",1,50,s201,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",2,50,s202,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",3,50,s203,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",4,50,s204,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",5,50,s205,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",6,50,s206,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",7,50,s207,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",8,50,s208,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",9,50,s209,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",10,50,s210,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",11,50,s211,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",12,50,s212,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",13,50,s213,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",14,50,s214,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",15,50,s215,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",16,50,s216,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",17,50,s217,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",18,50,s218,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",19,50,s219,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",20,50,s220,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",21,50,s221,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",22,50,s222,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",23,50,s223,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",24,50,s224,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",25,50,s225,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",26,50,s226,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",27,50,s227,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",28,50,s228,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",29,50,s229,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",30,50,s230,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",31,50,s231,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",32,50,s232,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",33,50,s233,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",34,50,s234,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",35,50,s235,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",36,50,s236,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",37,50,s237,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",38,50,s238,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",39,50,s239,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",40,50,s240,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",41,50,s241,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",42,50,s242,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",43,50,s243,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",44,50,s244,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",45,50,s245,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",46,50,s246,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",47,50,s247,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",48,50,s248,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",49,50,s249,,,,,Not Started,,,,,High,
body_structures,Body Structures,s2,"The Eye, Ear and Related Structures","눈, 귀 및 관련 구조",50,50,s250,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,1,35,s301,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,2,35,s302,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,3,35,s303,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,4,35,s304,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,5,35,s305,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,6,35,s306,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,7,35,s307,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,8,35,s308,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,9,35,s309,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,10,35,s310,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,11,35,s311,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,12,35,s312,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,13,35,s313,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,14,35,s314,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,15,35,s315,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,16,35,s316,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,17,35,s317,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,18,35,s318,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,19,35,s319,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,20,35,s320,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,21,35,s321,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,22,35,s322,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,23,35,s323,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,24,35,s324,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,25,35,s325,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,26,35,s326,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,27,35,s327,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,28,35,s328,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,29,35,s329,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,30,35,s330,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,31,35,s331,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,32,35,s332,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,33,35,s333,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,34,35,s334,,,,,Not Started,,,,,High,
body_structures,Body Structures,s3,Structures Involved in Voice and Speech,음성 및 말 관련 구조,35,35,s335,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",1,40,s401,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",2,40,s402,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",3,40,s403,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",4,40,s404,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",5,40,s405,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",6,40,s406,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",7,40,s407,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",8,40,s408,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",9,40,s409,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",10,40,s410,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",11,40,s411,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",12,40,s412,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",13,40,s413,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",14,40,s414,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",15,40,s415,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",16,40,s416,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",17,40,s417,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",18,40,s418,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",19,40,s419,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",20,40,s420,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",21,40,s421,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",22,40,s422,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",23,40,s423,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",24,40,s424,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",25,40,s425,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",26,40,s426,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",27,40,s427,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",28,40,s428,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",29,40,s429,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",30,40,s430,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",31,40,s431,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",32,40,s432,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",33,40,s433,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",34,40,s434,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",35,40,s435,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",36,40,s436,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",37,40,s437,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",38,40,s438,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",39,40,s439,,,,,Not Started,,,,,High,
body_structures,Body Structures,s4,"Cardiovascular, Immunological and Respiratory Systems","심혈관, 면역 및 호흡계 구조",40,40,s440,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",1,35,s501,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",2,35,s502,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",3,35,s503,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",4,35,s504,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",5,35,s505,,,,,Not Started,,,,,High,
body_structures,Body Structures,s5,"Structures Related to the Digestive, Metabolic and Endocrine Systems","소화, 대사 및 내분비계 관련 구조",6,35,s506,,,,,Not Started,,,,,High,
